detection_id,zone_id,image,row,col,confidence,x1,y1,x2,y2,center_x,center_y,latitude,longitude,nearest_SUP_ID,nearest_ANFR_latitude,nearest_ANFR_longitude,nearest_ANFR_distance_m,nearest_ANFR_nature,nearest_ANFR_height,detections_in_cluster,cluster_detection_ids,cluster_max_confidence,cluster_max_distance_anfr_m,review_status,review_comment,review_origin,old_unique_candidate_id,unique_candidate_id,support_type,selection_finale,rang_final
152,intermediaire,intermediaire_r03_c01.jpg,3,1,0.0687950178980827,689.4180908203125,911.74755859375,702.4720458984375,926.513671875,695.945068359375,919.130615234375,48.47662141166682,1.850801856999169,1122334,48.47916666666667,1.853055555555556,328.1733986398953,Silo,25,1,152,0.0687950178980827,328.1733986398953,plausible,,manual_multizone,,I003,indetermine,False,
150,intermediaire,intermediaire_r02_c03.jpg,2,3,0.06277646869421,374.7368774414063,278.3383483886719,453.4800415039063,340.9183044433594,414.10845947265625,309.6283264160156,48.47952586710768,1.8555390763685864,1122334,48.47916666666667,1.853055555555556,187.3672468946369,Silo,25,1,150,0.06277646869421,187.3672468946369,incertain,,manual_multizone,,I004,,False,
151,intermediaire,intermediaire_r02_c03.jpg,2,3,0.0531166344881057,540.5679931640625,518.732666015625,575.1295166015625,547.3582763671875,557.8487548828125,533.0454711914062,48.479128629154026,1.8559246178847388,1122334,48.47916666666667,1.853055555555556,211.52200539734244,Silo,25,1,151,0.0531166344881057,211.52200539734244,faux_positif,,manual_multizone,,I005,,False,
157,peu_dense,peu_dense_r00_c04.jpg,0,4,0.3831607401371002,544.5994873046875,297.4085388183594,586.1981201171875,337.1936340332031,565.3988037109375,317.30108642578125,49.07838436688568,1.5186919537882204,458152,49.074444444444445,1.5130555555555556,600.4002811699058,Silo,26,1,157,0.3831607401371002,600.4002811699058,faux_positif,,manual_multizone,,P001,,False,
158,peu_dense,peu_dense_r00_c04.jpg,0,4,0.3519228994846344,1001.1204223632812,842.6812744140625,1023.7763061523438,872.7825927734375,1012.4483642578124,857.73193359375,49.07743486597192,1.519891034149623,458152,49.074444444444445,1.5130555555555556,598.719638103527,Silo,26,1,158,0.3519228994846344,598.719638103527,faux_positif,,manual_multizone,,P002,,False,
160,peu_dense,peu_dense_r01_c00.jpg,1,0,0.2963613271713257,266.915771484375,611.1656494140625,335.3812255859375,673.9576416015625,301.14849853515625,642.5616455078125,49.0760137722628,1.5069968511124898,458152,49.074444444444445,1.5130555555555556,474.565231474783,Silo,26,1,160,0.2963613271713257,474.565231474783,plausible,,manual_multizone,,P003,batiment,False,
171,peu_dense,peu_dense_r04_c01.jpg,4,1,0.2471911609172821,279.52508544921875,666.529541015625,308.05303955078125,693.3017578125,293.7890625,679.9156494140625,49.07055033595411,1.5097236935980618,458152,49.074444444444445,1.5130555555555556,496.387641700056,Silo,26,1,171,0.2471911609172821,496.387641700056,incertain,,manual_multizone,,P004,,False,
156,peu_dense,peu_dense_r00_c02.jpg,0,2,0.2299204021692276,719.067138671875,786.6246948242188,743.762451171875,815.5708618164062,731.414794921875,801.0977783203125,49.07753436925266,1.5136440793139627,458152,49.074444444444445,1.5130555555555556,346.2483141045632,Silo,26,1,156,0.2299204021692276,346.2483141045632,faux_positif,,manual_multizone,,P005,,False,
169,peu_dense,peu_dense_r03_c01.jpg,3,1,0.2190015465021133,770.9447631835938,332.498779296875,826.4797973632812,410.4813232421875,798.7122802734375,371.4900512695313,49.07289161042558,1.5110780032046025,458152,49.074444444444445,1.5130555555555556,224.86545161580764,Silo,26,1,169,0.2190015465021133,224.86545161580764,faux_positif,,manual_multizone,,P006,,False,
172,peu_dense,peu_dense_r04_c02.jpg,4,2,0.1983228623867035,458.6325073242188,928.4259643554688,481.0529174804688,950.1621704101562,469.84271240234375,939.2940673828124,49.070094555785765,1.5129424883161846,458152,49.074444444444445,1.5130555555555556,483.7563386555113,Silo,26,1,172,0.1983228623867035,483.7563386555113,plausible,,manual_multizone,,P007,indetermine,False,
155,peu_dense,peu_dense_r00_c01.jpg,0,1,0.1663171350955963,243.06944274902344,921.9730224609376,275.298095703125,949.1395263671876,259.1837692260742,935.5562744140624,49.07729813230637,1.5096308749684797,458152,49.074444444444445,1.5130555555555556,403.62795086244455,Silo,26,1,155,0.1663171350955963,403.62795086244455,faux_positif,,manual_multizone,,P008,,False,
165,peu_dense,peu_dense_r02_c01.jpg,2,1,0.1412363052368164,192.21383666992188,820.8148193359375,211.2841186523437,837.8133544921875,201.7489776611328,829.3140869140625,49.07388643432162,1.5094768228527755,458152,49.074444444444445,1.5130555555555556,267.96416850782344,Silo,26,1,165,0.1412363052368164,267.96416850782344,faux_positif,,manual_multizone,,P009,,False,
173,peu_dense,peu_dense_r04_c02.jpg,4,2,0.1383712589740753,938.716552734375,343.20086669921875,961.2723388671876,360.5123901367188,949.9944458007812,351.85662841796875,49.07112679579878,1.5142303556240222,458152,49.074444444444445,1.5130555555555556,378.7020067002115,Silo,26,1,173,0.1383712589740753,378.7020067002115,plausible,,manual_multizone,,P010,indetermine,False,
174,peu_dense,peu_dense_r04_c03.jpg,4,3,0.1354232281446457,214.00408935546875,710.1041259765625,265.1513061523437,771.0863037109375,239.57769775390625,740.59521484375,49.07044371009996,1.5150714514493302,458152,49.074444444444445,1.5130555555555556,468.4721142736731,Silo,26,1,174,0.1354232281446457,468.4721142736731,faux_positif,,manual_multizone,,P011,,False,
170,peu_dense,peu_dense_r03_c01.jpg,3,1,0.1352313458919525,437.72357177734375,765.0996704101562,474.7913208007813,800.0292358398438,456.2574462890625,782.564453125,49.07216930193593,1.510159467761696,458152,49.074444444444445,1.5130555555555556,329.4015312657995,Silo,26,1,170,0.1352313458919525,329.4015312657995,faux_positif,,manual_multizone,,P012,,False,
162,peu_dense,peu_dense_r02_c00.jpg,2,0,0.0692197307944297,862.118408203125,0.8648300170898438,928.229248046875,39.58167266845703,895.173828125,20.22325134277344,49.07530804769206,1.5085901512065902,458152,49.074444444444445,1.5130555555555556,339.14288765185245,Silo,26,1,162,0.0692197307944297,339.14288765185245,faux_positif,,manual_multizone,,P013,,False,
159,peu_dense,peu_dense_r00_c04.jpg,0,4,0.0686893090605735,968.1722412109376,276.7963256835937,997.1881103515624,310.07537841796875,982.68017578125,293.43585205078125,49.078426296090505,1.5198111896461342,458152,49.074444444444445,1.5130555555555556,661.9454059134603,Silo,26,1,159,0.0686893090605735,661.9454059134603,faux_positif,,manual_multizone,,P014,,False,
163,peu_dense,peu_dense_r02_c00.jpg,2,0,0.0677631795406341,60.93009948730469,958.5509033203124,147.39207458496094,1024.0,104.1610870361328,991.2754516601562,49.07360185515501,1.5064684897015468,458152,49.074444444444445,1.5130555555555556,488.8772674848299,Silo,26,1,163,0.0677631795406341,488.8772674848299,plausible,,manual_multizone,,P015,batiment,False,
161,peu_dense,peu_dense_r01_c01.jpg,1,1,0.0658249333500862,301.40252685546875,313.1668701171875,345.24322509765625,349.9398193359375,323.3228759765625,331.5533447265625,49.07656021093153,1.5098029094588128,458152,49.074444444444445,1.5130555555555556,333.8874162560286,Silo,26,1,161,0.0658249333500862,333.8874162560286,faux_positif,,manual_multizone,,P016,,False,
154,peu_dense,peu_dense_r00_c00.jpg,0,0,0.059472132474184,927.5472412109376,192.5642852783203,962.2738037109376,226.06748962402344,944.9105224609376,209.31588745117188,49.07857408749432,1.508723555416509,458152,49.074444444444445,1.5130555555555556,557.1570023604681,Silo,26,1,154,0.059472132474184,557.1570023604681,faux_positif,,manual_multizone,,P017,,False,
168,peu_dense,peu_dense_r02_c04.jpg,2,4,0.0547501556575298,861.7952880859375,27.78166961669922,883.2374267578125,52.479888916015625,872.516357421875,40.13077926635742,49.075273069650486,1.5195157072594156,458152,49.074444444444445,1.5130555555555556,479.49865874838576,Silo,26,1,168,0.0547501556575298,479.49865874838576,faux_positif,,manual_multizone,,P018,,False,
164,peu_dense,peu_dense_r02_c00.jpg,2,0,0.0545335002243518,769.763427734375,465.09759521484375,804.767578125,502.30670166015625,787.2655029296875,483.7021484375,49.07449369689141,1.5083007185239694,458152,49.074444444444445,1.5130555555555556,346.3922895816249,Silo,26,1,164,0.0545335002243518,346.3922895816249,faux_positif,,manual_multizone,,P019,,False,
