SUP_ID,source,classe_niveau2,official_latitude,official_longitude,bbox_center_x,bbox_center_y,visual_latitude,visual_longitude,distance_to_own_anfr_m,nearest_SUP_ID,distance_to_nearest_anfr_m
834935,niveau2_manual_train,pylone,48.83694444444445,2.129166666666667,472.0216397536868,467.6173880502613,48.83702279927238,2.129059436348399,11.726167804377036,834935,11.726167804377036
3302170,niveau2_manual_train,batiment,48.98833333333334,1.7633333333333334,559.6101028526916,492.3322746543778,48.98836795047673,1.7634610335803984,10.081742282013721,3302170,10.081742282013721
2690397,niveau2_manual_train,batiment,48.9025,2.136388888888889,559.2090921773538,576.6631493506493,48.90238599035625,2.1365155135414966,15.69639950227382,2690397,15.69639950227382
467036,niveau2_manual_train,chateau_eau,49.03444444444444,1.5675,457.8064947747565,449.49431818181813,49.03455435870084,1.567354641691736,16.176025058036558,467036,16.176025058036558
867956,niveau2_manual_train,batiment,48.7975,2.123333333333333,492.96644680970917,485.0150879153314,48.79754767775286,2.123282281365391,6.487621986838143,867956,6.487621986838143
622013,niveau2_manual_train,pylone,48.5525,1.931944444444444,478.0812220654849,585.9892857142856,48.55236863599531,1.9318534671924965,16.06877287215968,622013,16.06877287215968
2284920,niveau2_manual_train,batiment,48.8,2.1286111111111112,659.7805207487825,704.6631493506493,48.79965961261158,2.1290074893560984,47.701537903929044,2284920,47.701537903929044
895684,niveau2_manual_train,chateau_eau,48.712500000000006,2.044722222222222,576.6636376318993,476.0917207792207,48.71256355124993,2.044895663614028,14.55593540584923,895684,14.55593540584923
3352185,niveau2_manual_train,batiment,48.92444444444444,2.0483333333333333,506.84545581371754,445.338474025974,48.924561925601665,2.0483195077684684,13.102321451408653,3352185,13.102321451408653
2670965,niveau2_manual_train,pylone,48.94499999999999,1.7916666666666663,480.8177514597298,557.4825010473397,48.94491987660606,1.7915830293584918,10.802097805157674,2670965,10.802097805157674
1616424,niveau2_manual_train,autre_support,48.98416666666667,1.6275,532.123497648395,479.94203917050686,48.98422309655685,1.6275539754267925,7.408523547536147,1616424,7.408523547536147
1719554,niveau2_manual_train,batiment,48.64555555555555,1.8375,548.403897372159,553.390422077922,48.64548220437334,1.8375976428617378,10.862157099213269,1719554,10.862157099213269
816712,niveau2_manual_train,chateau_eau,48.96111111111112,2.144722222222222,437.02727399553567,501.85795454545445,48.96112897186864,2.1445211297006495,14.81497793830938,816712,14.81497793830938
3290346,niveau2_manual_train,autre_support,48.80138888888889,2.13,538.4298713981331,604.9228896103896,48.80122472231925,2.1300708904393275,18.97854486674271,3290346,18.97854486674271
1466271,niveau2_manual_train,pylone,48.94111111111111,2.058055555555556,547.09504681936,487.7462526183493,48.941153840546676,2.0581496878065195,8.35715439380285,1466271,8.357154393850625
1942426,niveau2_manual_train,batiment,48.79333333333333,2.118611111111111,568.3519493202109,439.5202922077921,48.793461403191195,2.1187622588175827,18.038492281475218,1942426,18.038492281475218
526911,niveau2_manual_train,batiment,48.7975,2.0675000000000003,404.6116895799513,545.9099025974026,48.79744008690171,2.067211962105688,22.12467610472081,526911,22.12467610472081
2737268,niveau2_manual_train,batiment,48.70305555555556,2.078055555555556,530.1181830864448,471.93587662337654,48.7031264752123,2.0781041523095496,8.654813130463296,2737268,8.654813130463296
1601403,niveau2_manual_train,autre_support,48.94888888888889,2.145555555555556,419.5727285409902,594.1176948051948,48.94874423897383,2.1453076462948104,24.216734809985322,1601403,24.216734809985322
1922302,niveau2_manual_train,pylone,48.75888888888889,2.045555555555556,493.05684656636197,544.7704409300377,48.758830944476,2.04550474605864,7.44216482229584,1922302,7.44216482229584
867947,niveau2_manual_train,batiment,48.973055555555554,2.027222222222222,478.58571555397725,579.9878246753246,48.97293585338206,2.0271325981272525,14.830958825994108,867947,14.830958825994108
508208,niveau2_manual_train,pylone,49.025277777777774,1.593611111111111,577.4727126999763,529.965051319648,49.02524618093979,1.5937867226113553,13.277730085565407,508208,13.277730085565407
443355,niveau2_manual_train,chateau_eau,48.85444444444445,1.8191666666666664,489.3909103591721,415.41639610389603,48.85461489724631,1.8191060243626112,19.46588827242512,443355,19.46588827242512
2683820,niveau2_manual_train,pylone,48.90972222222222,2.005,496.06141713400234,692.9425029515936,48.90940324222249,2.004957249389321,35.60634672765118,2683820,35.60634672765118
815751,niveau2_manual_train,chateau_eau,48.62222222222222,1.9077777777777776,535.9363649046265,494.377435064935,48.62225346695276,1.907841980111499,5.859999583866312,815751,5.859999583866312
1246785,niveau2_manual_train,autre_support,48.814166666666665,2.141111111111111,525.1311700994318,564.1956168831168,48.814074476399256,2.141146331653914,10.57052655952375,1246785,10.57052655952375
1465959,niveau2_manual_train,pylone,48.76138888888889,2.1358333333333333,509.02376476126346,546.3312890032046,48.76132818761741,2.135825350448357,6.7749986874727295,1465959,6.7749986874727295
541547,niveau2_manual_train,pylone,48.95583333333334,2.094444444444445,529.0727326976198,537.4679210305824,48.95578847800475,2.0944902370819705,6.0047036257020405,541547,6.0047036257020405
437760,niveau2_manual_train,chateau_eau,48.50666666666667,1.9183333333333328,434.5337675020292,459.4683441558441,48.506760018049725,1.918125552706158,18.4948991436524,437760,18.4948991436524
2955276,niveau2_manual_train,pylone,48.98083333333334,1.7544444444444445,563.664370835188,508.2053780896522,48.980840013250635,1.7545830190856293,10.140224146618175,2955276,10.140224146618175
1424786,niveau2_manual_train,chateau_eau,49.05972222222222,1.763611111111111,535.9363649046265,587.4683441558441,49.05958958065929,1.7636753134448497,15.473175240939609,1424786,15.473175240939609
723529,niveau2_manual_train,batiment,48.925,2.160833333333333,535.9363649046265,495.2086038961039,48.9250295920684,2.160897535667061,5.729700030913345,723529,5.729700030913345
2617660,niveau2_manual_train,pylone,48.799166666666665,1.9791666666666667,477.6174836107693,498.07044930875566,48.799191277003,1.979074445571257,7.2879466212147905,2617660,7.2879466212147905
2684605,niveau2_manual_train,batiment,48.99055555555556,1.7416666666666667,503.5207804890422,533.4423701298701,48.9905178165175,1.741643923627663,4.512587835308014,2684605,4.512587835308014
1546040,niveau2_manual_train,batiment,48.99194444444444,1.7416666666666667,380.8722117320585,603.8929414741102,48.99178271517508,1.7413149545309068,31.33581335986951,1546040,31.33581335986951
1370988,niveau2_manual_train_lot2,batiment,48.97694444444445,1.6947222222222222,502.74945507239727,544.1360976120653,48.976887868752605,1.6946974103272225,6.54638786249384,1370988,6.54638786249384
1381467,niveau2_manual_train_lot2,batiment,48.78444444444444,2.2183333333333333,495.20909217735385,422.8969155844155,48.78460191524602,2.2182882966089608,17.81816468875385,1381467,17.81816468875385
1468648,niveau2_manual_train_lot2,pylone,48.95361111111112,1.5705555555555557,626.3139089583551,579.9828393380812,48.95349137103801,1.570862169352722,26.048430498425024,1468648,26.048430498425024
1509971,niveau2_manual_train_lot2,batiment,48.98777777777778,1.9252777777777776,568.351949320211,712.1436688311687,48.987425499814414,1.9254289254842263,40.694623219230365,1509971,40.694623219230365
1536777,niveau2_manual_train_lot2,pylone,48.91972222222222,1.5955555555555556,545.4343569560765,505.1678497638724,48.91973426403564,1.595645233489222,6.687999609722814,1536777,6.687999609722814
1545487,niveau2_manual_train_lot2,pylone,48.99972222222223,2.117777777777778,498.0996284480388,571.6605728948471,48.99961723756518,2.117740494075889,11.98644431790789,1545487,11.98644431790789
1579612,niveau2_manual_train_lot2,batiment,48.780277777777776,2.2075,401.28701425527595,454.4813311688311,48.78037943832021,2.2072030446315694,24.519655735479873,1579612,24.519655735479873
1624219,niveau2_manual_train_lot2,batiment,48.907777777777774,2.158333333333333,458.6376636059253,466.11769480519473,48.90785866562028,2.158190204393577,13.795762105343336,1624219,13.795762105343336
1701008,niveau2_manual_train_lot2,pylone,49.00611111111111,1.9144444444444444,526.0136024069176,499.95872015081693,49.0061322973956,1.9144820318551297,3.614786131853629,1701008,3.614786131853629
1716845,niveau2_manual_train_lot2,batiment,48.801944444444445,2.0725,512.6636376318993,512.6631493506493,48.801943272875505,2.0725017800148464,0.18430126130794308,1716845,0.18430126130794308
1736078,niveau2_manual_train_lot2,pylone,48.47972222222222,1.8522222222222224,531.8779004765395,553.0785337243401,48.47964918468793,1.8522755389060706,9.02229995876797,1736078,9.02229995876797
1746470,niveau2_manual_train_lot2,pylone,48.7725,2.1475,555.9457280373088,538.4511437426208,48.772453241994135,2.1476178716278866,10.082040658756327,1746470,10.082040658756327
1748486,niveau2_manual_train_lot2,batiment,48.99555555555556,1.685,557.5467545150162,419.57224025974017,48.99571821377101,1.6851221659155442,20.163605410770458,1748486,20.163605410770458
1798466,niveau2_manual_train_lot2,pylone,49.02583333333333,1.7597222222222222,541.3573008008875,439.65102953498103,49.02596057869922,1.759800964639112,15.269530116441143,1798466,15.269530116441143
1866260,niveau2_manual_train_lot2,batiment,48.77333333333333,2.082777777777778,539.2610402293019,592.4553571428571,48.77319111365341,2.0828508975856437,16.69726923303102,1866260,16.69726923303102
1879848,niveau2_manual_train_lot2,pylone,48.99555555555556,1.8572222222222223,500.9359524309142,524.5852768173385,48.995533407420915,1.8571925461340868,3.279142705699659,1879848,3.279142705699659
1903428,niveau2_manual_train_lot2,batiment,48.99722222222222,2.0975,483.5727285409903,481.90990259740255,48.99727517431358,2.097423752116214,8.100095837013948,1903428,8.100095837013948
1936392,niveau2_manual_train_lot2,pylone,49.02666666666666,1.7602777777777778,558.0575445506198,579.0935655253836,49.02654866604684,1.7604013137389813,15.915168827588356,1936392,15.915168827588356
1942432,niveau2_manual_train_lot2,batiment,48.83972222222222,2.11,543.4168843851461,550.0657467532467,48.83965502306828,2.1100842666505173,9.688478952656908,1942432,9.688478952656908
1944610,niveau2_manual_train_lot2,batiment,48.80138888888889,2.1394444444444445,708.8194817877434,496.87094155844153,48.80141561729683,2.1399723554328034,38.77877774184567,1944610,38.77877774184567
1960544,niveau2_manual_train_lot2,pylone,48.73194444444445,2.037777777777777,466.6529364982369,470.50326678191936,48.732017857867,2.037656147475275,12.091978545579485,1960544,12.091978545579485
2005716,niveau2_manual_train_lot2,batiment,48.77611111111111,2.000833333333333,555.8844168526786,372.1956168831168,48.77635822650686,2.000951040511808,28.799955226317326,2005716,28.799955226317326
2025999,niveau2_manual_train_lot2,batiment,48.9875,1.908611111111111,513.4948064630681,527.6241883116883,48.98747249940498,1.9086151204944883,3.071893983036366,2025999,3.071893983036366
2043003,niveau2_manual_train_lot2,batiment,48.873333333333335,2.085555555555556,521.8064947747564,503.5202922077922,48.87334829287828,2.085581858624238,2.543148764368043,2043003,2.543148764368043
2057336,niveau2_manual_train_lot2,batiment,48.77333333333333,2.0716666666666668,526.7935077617694,581.6501623376623,48.77321021385115,2.0717063459465237,13.99567661349938,2057336,13.99567661349938
2058963,niveau2_manual_train_lot2,batiment,48.801944444444445,2.0719444444444446,523.4688324370941,454.4813311688311,48.802046061096505,2.0719752062502153,11.52169880789879,2058963,11.52169880789879
2195075,niveau2_manual_train_lot2,pylone,48.74,1.9213888888888888,555.5613864078209,463.57812630917476,48.740085651211245,1.9215057296322016,12.810814964449294,2195075,12.810814964449294
2284586,niveau2_manual_train_lot2,batiment,48.96111111111112,1.8727777777777777,531.7805207487825,496.0397727272727,48.96113921803702,1.8728308332688641,4.977088784255338,2284586,4.977088784255338
2297099,niveau2_manual_train_lot2,pylone,49.0075,2.086388888888889,517.8756050520351,470.4124736464833,49.00757316997366,2.0864046484897187,8.21694201283172,2297099,8.21694201283172
2312041,niveau2_manual_train_lot2,batiment,48.98333333333333,1.9088888888888889,565.8584428267045,438.68912337662334,48.98346238055824,1.9090333484897712,17.80555486411853,2312041,17.80555486411853
2335964,niveau2_manual_train_lot2,pylone,48.909444444444446,2.0747222222222224,621.6611743028177,493.02414614606164,48.90947789667408,2.0750163564125046,21.815683539726592,2335964,21.815683539726592
2425176,niveau2_manual_train_lot2,pylone,48.71666666666667,1.7975,608.5338881928997,660.8174449738573,48.7164033072875,1.797758924065164,34.90577693853948,632300,2.117469629726845
2437031,niveau2_manual_train_lot2,batiment,48.78888888888888,2.035,631.5207804890422,504.35146103896096,48.788902404881384,2.0353205797148632,23.533465622969462,2437031,23.533465622969462
2495896,niveau2_manual_train_lot2,batiment,48.995,1.6766666666666663,516.8194817877435,580.8189935064934,48.99487888777754,1.6766795935241703,13.500066744542185,2495896,13.500066744542185
2576065,niveau2_manual_train_lot2,batiment,48.79166666666666,1.965,507.6766246448864,484.403409090909,48.791715430821256,1.9649884038036305,5.4884720322406615,2576065,5.4884720322406615
2606937,niveau2_manual_train_lot2,batiment,48.77111111111111,2.170555555555556,471.9363649046266,570.0137987012986,48.771008556525516,2.170448096512331,13.858554729387897,2606937,13.858554729387897
2622138,niveau2_manual_train_lot2,pylone,49.02638888888889,1.4830555555555556,447.8324688007305,561.7021103896103,49.026301474980805,1.482883444824921,15.873056224805044,2622138,15.873056224805044
2690290,niveau2_manual_train_lot2,batiment,48.72944444444445,1.9291666666666665,381.338962307224,732.9228896103896,48.72905358026097,1.9288162064534617,50.49460631313669,2690290,50.49460631313669
2692453,niveau2_manual_train_lot2,pylone,48.88222222222223,1.6627777777777777,586.9338609252457,617.0738931523022,48.882036887831475,1.6629787660550903,25.31203077224403,2692453,25.31203077224403
2725200,niveau2_manual_train_lot2,pylone,48.67083333333333,1.6847222222222222,507.6766246448863,520.1436688311687,48.67081890854869,1.6847106260258613,1.8159845742063938,2725200,1.8159845742063938
2734929,niveau2_manual_train_lot2,batiment,48.94277777777778,2.026388888888889,607.4168843851461,477.75405844155836,48.94283810909921,2.026644816916388,19.85893672555853,2734929,19.85893672555853
2737355,niveau2_manual_train_lot2,pylone,49.05805555555556,1.53,508.5077934760552,445.338474025974,49.058172722075774,1.5299906331721616,13.046205935382847,2737355,13.046205935382847
2759351,niveau2_manual_train_lot2,pylone,49.0225,1.8191666666666664,527.6246765929384,462.79301948051943,49.02258654970732,1.8192085753151161,10.097418044526247,2759351,10.097418044526247
2773166,niveau2_manual_train_lot2,batiment,48.91583333333333,2.176388888888889,534.2740272422889,529.2865259740258,48.91580286307013,2.1764486324855454,5.526188245460201,2773166,5.526188245460201
2881644,niveau2_manual_train_lot2,batiment,48.95388888888889,2.068055555555556,373.0272739955356,508.50730519480516,48.95389504062776,2.0676828016570425,27.226355814373015,2881644,27.226355814373015
2911600,niveau2_manual_train_lot2,pylone,48.626666666666665,2.0283333333333333,487.7285726968344,471.93587662337654,48.62673769389911,2.0282682322922483,9.234141073268058,2911600,9.234141073268058
2932996,niveau2_manual_train_lot2,batiment,48.986666666666665,1.9261111111111109,513.4948064630681,612.403409090909,48.98648994044258,1.9261151204944724,19.653264403499534,2932996,19.653264403499534
2935267,niveau2_manual_train_lot2,pylone,48.98722222222222,1.8197222222222225,480.24805321631493,534.2735389610389,48.987183017685695,1.8196370568643374,7.5910074299199275,2935267,7.5910074299199275
2948192,niveau2_manual_train_lot2,pylone,48.75555555555555,2.080277777777778,480.62434497510907,510.3002224236802,48.75555856128531,2.080193621713022,6.1783511795782555,2948192,6.1783511795782555
2950242,niveau2_manual_train_lot2,batiment,48.98,1.9591666666666667,516.8194817877435,614.8969155844156,48.97981886056373,1.9591795935241691,20.1638955471444,2950242,20.1638955471444
2989536,niveau2_manual_train_lot2,batiment,48.88138888888889,2.1077777777777778,486.06623503449674,510.1696428571428,48.881392117408645,2.1077082179996296,5.099149396963589,2989536,5.099149396963589
2993319,niveau2_manual_train_lot2,batiment,48.88666666666666,2.0772222222222223,511.00129996956167,503.5202922077922,48.88668162222433,2.0772195434999503,1.6744783581640406,2993319,1.6744783581640406
3003499,niveau2_manual_train_lot2,pylone,48.84333333333333,2.015277777777778,495.20909217735385,537.5982142857142,48.84328814693631,2.0152327410534383,6.008976260741001,3003499,6.008976260741001
3010875,niveau2_manual_train_lot2,batiment,48.9875,1.9230555555555555,530.1181830864448,494.377435064935,48.9875310179785,1.9231041523095769,4.94675425168238,3010875,4.94675425168238
3073940,niveau2_manual_train_lot2,pylone,48.97944444444445,1.7297222222222224,569.3778483374883,585.7873144712429,48.97931454808573,1.729876121604292,18.296864670738323,3073940,18.296864670738323
3099175,niveau2_manual_train_lot2,batiment,48.93666666666666,2.1566666666666667,527.6246765929383,510.1696428571428,48.93666989161665,2.156708575315065,3.0820764826870115,3099175,3.0820764826870115
3217042,niveau2_manual_train_lot2,batiment,48.82611111111112,2.131666666666667,535.9363649046265,530.1176948051948,48.826079118460335,2.1317308690003642,5.894453600601397,3217042,5.894453600601397
3289909,niveau2_manual_train_lot2,batiment,48.8675,2.133888888888889,539.2610402293019,557.5462662337661,48.86741963974188,2.1339620086967273,10.413958454754784,3289909,10.413958454754784
3313206,niveau2_manual_train_lot2,batiment,48.77861111111111,2.1963888888888885,739.5727285409903,584.9748376623377,48.77848212820681,2.1969992865129484,46.96977034570281,3313206,46.96977034570281
3313220,niveau2_manual_train_lot2,batiment,48.72972222222222,1.698888888888889,186.0142869825487,885.0267857142856,48.72906225260582,1.6980145270707112,97.45870568227767,3313222,20.88859773585549
3356623,niveau2_manual_train_lot2,pylone,48.99361111111112,1.9258333333333333,525.9623389306007,538.429383116883,48.99356459767042,1.9258707832447044,5.849441139377471,3356623,5.849441139377471
438503,niveau2_manual_train_lot2,pylone,48.96861111111112,1.9663888888888887,532.6116895799513,483.57224025974017,48.96866116657626,1.9664441737484992,6.874994029556341,438503,6.874994029556341
438819,niveau2_manual_train_lot2,pylone,48.845,1.8727777777777777,435.92819988479266,476.9781064097191,48.84506181911032,1.8725737373097218,16.43745615629402,438819,16.43745615629402
439909,niveau2_manual_train_lot2,pylone,48.99361111111112,1.625,577.4948064630681,424.5592532467532,48.99376499899382,1.625175670760342,21.3794046974736,439909,21.3794046974736
450314,niveau2_manual_train_lot2,chateau_eau,48.79944444444444,1.7033333333333334,515.9883129565746,540.9228896103896,48.79939334454524,1.7033440308223078,5.735825006093478,450314,5.735825006093478
460852,niveau2_manual_train_lot2,chateau_eau,48.55583333333333,1.9191666666666665,519.31298828125,515.9878246753246,48.55582625363985,1.9191862816297487,1.6443303723599807,460852,1.6443303723599807
461724,niveau2_manual_train_lot2,batiment,48.98972222222222,1.7177777777777778,486.0662350344967,451.98782467532465,48.9898278465714,1.7177082179995864,12.794655384342546,461724,12.794655384342546
465314,niveau2_manual_train_lot2,batiment,48.97611111111112,1.985,544.2480532163149,479.41639610389603,48.9761684755325,1.985086496019079,8.974432879425521,465314,8.974432879425521
482255,niveau2_manual_train_lot2,pylone,48.85444444444445,1.915555555555556,481.0792220474837,580.8189935064934,48.854322990864425,1.9154726195662022,14.8055887778805,482255,14.805588777868579
483525,niveau2_manual_train_lot2,pylone,48.84222222222223,2.093611111111111,531.0456591367301,468.6532425638876,48.842298740249774,2.0936621955497685,9.293501810233305,483525,9.293501810233305
511289,niveau2_manual_train_lot2,pylone,48.76888888888889,1.9394444444444443,530.033554219725,554.3596221959858,48.768814003867305,1.9394928142061474,9.050028476373638,511289,9.050028476373638
524118,niveau2_manual_train_lot2,pylone,48.85944444444445,1.857777777777778,466.1181830864448,562.5332792207791,48.85935527091285,1.857654713154858,13.393032431549665,524118,13.393032431549665
524594,niveau2_manual_train_lot2,chateau_eau,48.98277777777778,1.906388888888889,499.364936333198,545.9099025974026,48.98271808628182,1.9063549990072488,7.083185415919303,524594,7.083185415919303
530634,niveau2_manual_train_lot2,pylone,48.80166666666666,1.9494444444444443,547.7080740321926,487.2632163803936,48.801710368729985,1.9495402209625468,8.533503271035979,530634,8.533503271035979
532540,niveau2_manual_train_lot2,batiment,48.99805555555556,2.0975,516.8194817877435,484.40340909090907,48.99810411880214,2.0975129268574904,5.481723616906817,532540,5.481723616906817
533413,niveau2_manual_train_lot2,batiment,48.79805555555556,2.066111111111111,460.3000012682629,498.53327922077915,48.798079348704306,2.0659724409084106,10.495933403357332,533413,10.495933403357332
544017,niveau2_manual_train_lot2,pylone,49.02638888888889,1.5583333333333331,522.6376636059254,490.2215909090908,49.026427191758344,1.5583618657705642,4.74001273401423,544017,4.74001273401423
545405,niveau2_manual_train_lot2,batiment,48.87638888888889,2.089166666666667,483.5727285409902,556.7150974025973,48.8763100091329,2.0890904187829165,10.393472617658638,545405,10.393472617658638
615301,niveau2_manual_train_lot2,pylone,48.530277777777776,1.913611111111111,548.6875731474795,481.44269902175745,48.5303320543492,1.9137095148505807,9.430275413327513,615301,9.430275413327513
619485,niveau2_manual_train_lot2,pylone,48.7675,2.0033333333333334,560.5912062268088,495.8074211502782,48.76752862664591,2.003463665104732,10.068491465058512,619485,10.068491465058512
632199,niveau2_manual_train_lot2,pylone,48.94194444444444,1.918611111111111,535.9363649046265,455.3124999999999,48.9420443128487,1.9186753134448509,12.054269555251704,632199,12.054269555251704
637838,niveau2_manual_train_lot2,batiment,48.8,2.165,554.2220791903409,490.2215909090908,48.80003847683288,2.165113248441429,9.333076235893564,637838,9.333076235893564
664357,niveau2_manual_train_lot2,batiment,48.93583333333333,2.1594444444444445,550.3781924073542,507.52532151290256,48.93584121750758,2.1595473827781007,7.570011371254545,664357,7.570011371254545
759435,niveau2_manual_train_lot2,chateau_eau,48.71388888888889,1.8858333333333333,573.338962307224,447.0008116883116,48.71400392262505,1.8859978572509988,17.587518595869742,759435,17.587518595869742
815803,niveau2_manual_train_lot2,pylone,48.76111111111111,2.136388888888889,558.3779233461851,504.35146103896096,48.76112463458423,2.1365132841729633,9.241312966409497,815803,9.241312966409497
816595,niveau2_manual_train_lot2,pylone,48.51916666666666,1.8341666666666667,554.1991273041474,565.322706325932,48.519071932745526,1.8342798535463487,13.433570167905403,816595,13.433570167905403
816654,niveau2_manual_train_lot2,batiment,48.84861111111111,2.1516666666666664,467.78052074878246,550.8969155844155,48.84854245684349,2.151548060780783,11.55841550213296,816654,11.55841550213296
835006,niveau2_manual_train_lot2,pylone,48.76861111111111,2.0638888888888887,509.338962307224,554.2215909090909,48.768536469693984,2.063881751429591,8.316226245617026,835006,8.316226245617026
835008,niveau2_manual_train_lot2,batiment,48.901944444444446,2.0419444444444443,486.0662350344967,586.6371753246752,48.90181284779408,2.0418748846662993,15.49106246486347,835008,15.49106246486347
835031,niveau2_manual_train_lot2,batiment,48.89527777777778,2.154166666666667,497.70259867086037,461.9618506493506,48.89536601419135,2.1541283180479525,10.204109721535055,835031,10.204109721535055
906519,niveau2_manual_train_lot2,pylone,48.99888888888889,1.6922222222222223,501.16285054294826,483.51826720357553,48.998939008929284,1.6921931547222755,5.9628967488503,906519,5.9628967488503
918006,niveau2_manual_train_lot2,batiment,48.9775,1.6975,655.6246765929382,571.6761363636363,48.97739494111091,1.6978852314023527,30.445929016881895,918006,30.445929016881895
993776,niveau2_manual_train_lot2,pylone,48.774166666666666,1.9533333333333327,551.2348357006477,450.95803782256695,48.7742745675313,1.9534385693632998,14.262693564793627,993776,14.26269356476212
1292209,niveau2_manual_val,batiment,48.774166666666666,2.0502777777777776,511.00129996956167,456.9756493506493,48.774263930506635,2.05027509905554,10.81704176578803,1292209,10.81704176578803
1404583,niveau2_manual_val,pylone,48.82305555555556,1.6525,580.2864603925559,510.87055927943015,48.82305755006942,1.6526831585596824,13.410753736020835,1404583,13.410753736020835
1425100,niveau2_manual_val,pylone,48.48888888888889,1.8866666666666667,570.5342224484184,528.7377963971512,48.48885913451792,1.8868236676857748,12.034131076463387,1425100,12.034131076463387
1443559,niveau2_manual_val,pylone,48.946666666666665,1.8005555555555557,465.26234621288484,532.195611646418,48.94663109065072,1.8004301953992297,9.973005864177148,1443559,9.973005864177148
1471811,niveau2_manual_val,batiment,48.785,2.0652777777777778,471.93636490462666,425.3912337662337,48.7851530609356,2.0651703187345447,18.752364605968097,1471811,18.752364605968097
1478909,niveau2_manual_val,pylone,48.96277777777778,1.930277777777777,501.82152513236065,613.5609483049417,48.96259892840873,1.9302504769807172,19.986794972030943,1478909,19.986794972030943
1487759,niveau2_manual_val,batiment,48.85666666666667,1.9025,517.6506506189123,511.00162337662334,48.85666842854776,1.9025151562260305,1.1260074455909763,1487759,1.1260074455909763
1607992,niveau2_manual_val,batiment,48.78527777777778,1.9944444444444445,421.2350662033279,723.7808441558441,48.784903504289694,1.9942009939207708,45.278482930202586,1607992,45.278482930202586
1705078,niveau2_manual_val,pylone,48.9875,1.7066666666666666,445.0695556088317,512.6656996229576,48.98749882828277,1.7064871452253954,13.100119962330806,1705078,13.100119962330806
1776442,niveau2_manual_val,batiment,48.96666666666667,2.066111111111111,396.300001268263,647.3133116883116,48.96642839764617,2.0658007795314575,34.8590947660628,2206519,18.43246989679462
1942987,niveau2_manual_val,batiment,48.52722222222222,1.8316666666666663,482.74155970982144,417.9107142857142,48.52738935564483,1.83158818941439,19.46223014395697,1942987,19.46223014395697
2025679,niveau2_manual_val,pylone,48.98916666666667,1.7575,480.04449649959406,441.48910976120635,48.98929077062581,1.7574142886604704,15.150779245353478,2025679,15.150779245353478
