detection_id,image,row,col,confidence,x1,y1,x2,y2,center_x,center_y,latitude,longitude,nearest_SUP_ID,nearest_ANFR_latitude,nearest_ANFR_longitude,nearest_ANFR_distance_m,nearest_ANFR_nature,nearest_ANFR_height
101,pilot_r03_c00.jpg,3,0,0.057108741253614426,565.6151123046875,197.31884765625,696.3638916015625,302.3455810546875,630.989501953125,249.83221435546875,48.79615408482529,2.12482717797684,834924,48.79472222222222,2.1261111111111117,184.9181696116571,Immeuble,25
128,pilot_r04_c01.jpg,4,1,0.0812201052904129,895.149169921875,321.0822448730469,995.49853515625,415.0414733886719,945.3238525390625,368.0618591308594,48.79413586349145,2.128416870436922,834924,48.79472222222222,2.1261111111111117,181.04729973398042,Immeuble,25
23,pilot_r00_c03.jpg,0,3,0.5002013444900513,333.540771484375,574.2149658203125,444.06103515625,662.8883056640625,388.8009033203125,618.5516357421875,48.80093022515179,2.132417323628033,2865412,48.8,2.1344444444444446,180.94962145399128,Bâtiment,4
50,pilot_r01_c02.jpg,1,2,0.14813682436943054,655.700927734375,374.5474853515625,1018.11962890625,569.2811279296875,836.9102783203125,471.914306640625,48.79938015575911,2.130872664602066,2284920,48.8,2.1286111111111112,179.41130768061123,Bâtiment,"14,7"
76,pilot_r02_c01.jpg,2,1,0.05845280736684799,133.610107421875,867.3165893554688,304.01544189453125,1018.8120727539062,218.81277465820312,943.0643310546875,48.79673850800609,2.126468215874411,2214528,48.797777777777775,2.1283333333333334,178.93567174129606,Immeuble,"22,1"
107,pilot_r03_c01.jpg,3,1,0.09174025803804398,546.6044921875,291.914306640625,673.483642578125,479.242919921875,610.0440673828125,385.57861328125,48.79591423688957,2.127517579974665,834924,48.79472222222222,2.1261111111111117,167.8760233609196,Immeuble,25
85,pilot_r02_c03.jpg,2,3,0.7167117595672607,171.09033203125,700.560302734375,393.92108154296875,836.1875,282.5057067871094,768.3739013671875,48.797047160184704,2.132132217693652,2274825,48.7975,2.13,164.09517330278024,Immeuble,20
71,pilot_r02_c01.jpg,2,1,0.3012443780899048,291.5684814453125,932.139404296875,433.091064453125,1024.0,362.32977294921875,978.0697021484375,48.79667665845903,2.1268531584610173,2214528,48.797777777777775,2.1283333333333334,163.54170221472856,Immeuble,"22,1"
48,pilot_r01_c02.jpg,1,2,0.3996615409851074,587.241943359375,351.22320556640625,928.10498046875,518.1891479492188,757.6734619140625,434.7061767578125,48.79944589372425,2.1306601348987897,2284920,48.8,2.1286111111111112,162.2329743406199,Bâtiment,"14,7"
33,pilot_r00_c04.jpg,0,4,0.17086999118328094,447.0635681152344,385.6629638671875,760.9500732421875,578.713623046875,604.0068206787109,482.18829345703125,48.80117113905942,2.13574113291088,2865412,48.8,2.1344444444444446,161.17772488141486,Bâtiment,4
97,pilot_r03_c00.jpg,3,0,0.2341538816690445,469.0606689453125,125.71865844726562,546.9612426757812,229.298583984375,508.0109558105469,177.5086212158203,48.79628187164758,2.124497323811738,867956,48.7975,2.123333333333333,160.04951520392945,Immeuble,"19,2"
29,pilot_r00_c03.jpg,0,3,0.05569254606962204,701.4306640625,446.19219970703125,721.81005859375,472.86212158203125,711.620361328125,459.52716064453125,48.80121117450206,2.1332831928884843,2865412,48.8,2.1344444444444446,159.28507670870871,Bâtiment,4
90,pilot_r02_c03.jpg,2,3,0.12860147655010223,222.28826904296875,0.505157470703125,354.3204345703125,134.3356475830078,288.3043518066406,67.42040252685547,48.79828562235258,2.1321477708715975,2537641,48.797777777777775,2.1341666666666668,158.29120370802485,Immeuble,26
12,pilot_r00_c01.jpg,0,1,0.4885269105434418,33.987060546875,398.34771728515625,49.23997497558594,413.40740966796875,41.61351776123047,405.8775634765625,48.801305957163656,2.1259929304301295,835052,48.80111111111111,2.1238888888888887,155.6182564121764,Immeuble,23
16,pilot_r00_c01.jpg,0,1,0.05154867842793465,15.736045837402344,386.76226806640625,33.21283721923828,412.59149169921875,24.474441528320312,399.6768798828125,48.80131691189038,2.1259469598453506,835052,48.80111111111111,2.1238888888888887,152.46288057878547,Immeuble,23
24,pilot_r00_c03.jpg,0,3,0.3832046091556549,735.11572265625,93.188720703125,938.5711669921875,214.65557861328125,836.8434448242188,153.92214965820312,48.801751084013695,2.13361906737191,3004738,48.80305555555555,2.1341666666666668,150.49326768053797,Immeuble,"24,7"
106,pilot_r03_c01.jpg,3,1,0.11373954266309738,568.269775390625,435.7380065917969,794.592041015625,726.545654296875,681.430908203125,581.1418304443359,48.795568697648875,2.127709054402658,834924,48.79472222222222,2.1261111111111117,150.19954016384875,Immeuble,25
127,pilot_r04_c01.jpg,4,1,0.12076257169246674,229.37310791015625,738.5497436523438,299.147705078125,818.8858032226562,264.2604064941406,778.7177734375,48.79341025004257,2.1265901159222267,834924,48.79472222222222,2.1261111111111117,150.0451651892845,Immeuble,25
70,pilot_r02_c01.jpg,2,1,0.7299454212188721,209.3634796142578,683.5660400390625,363.30926513671875,856.7674560546875,286.3363723754883,770.166748046875,48.79704399249917,2.126649328276926,2214528,48.797777777777775,2.1283333333333334,147.89251700988112,Immeuble,"22,1"
32,pilot_r00_c03.jpg,0,3,0.05269601196050644,900.57568359375,0.0,1024.0,286.01708984375,962.287841796875,143.008544921875,48.801770364869526,2.133955535464338,3004738,48.80305555555555,2.1341666666666668,143.74103660072106,Immeuble,"24,7"
51,pilot_r01_c02.jpg,1,2,0.12989187240600586,192.14064025878906,515.6868896484375,530.615478515625,989.235107421875,361.37805938720703,752.4609985351562,48.79888449333484,2.1295971877975717,2284920,48.8,2.1286111111111112,143.5337930181943,Bâtiment,"14,7"
49,pilot_r01_c02.jpg,1,2,0.24376389384269714,269.9432373046875,637.7388916015625,640.85986328125,980.0538330078125,455.40155029296875,808.8963623046875,48.798784784245285,2.129849378452491,2274825,48.7975,2.13,143.28703792109732,Immeuble,20
6,pilot_r00_c00.jpg,0,0,0.11329857259988785,846.246337890625,635.7972412109375,1024.0,1024.0,935.1231689453125,829.8986206054688,48.80055683492138,2.125642928040179,835052,48.80111111111111,2.1238888888888887,142.48819101528431,Immeuble,23
87,pilot_r02_c03.jpg,2,3,0.3689729869365692,348.09405517578125,722.6006469726562,675.9718627929688,969.8245239257812,512.032958984375,846.2125854492188,48.79690963096523,2.132747857758659,2537641,48.797777777777775,2.1341666666666668,141.84079733170014,Immeuble,26
31,pilot_r00_c03.jpg,0,3,0.053519681096076965,738.3851928710938,1.7135772705078125,985.5452270507812,220.8277587890625,861.9652099609375,111.27066802978516,48.801826435524795,2.13368644919683,3004738,48.80305555555555,2.1341666666666668,141.12495563608832,Immeuble,"24,7"
111,pilot_r03_c02.jpg,3,2,0.1230543926358223,89.05484008789062,0.0,382.22174072265625,290.4420166015625,235.63829040527344,145.22100830078125,48.79633891975144,2.129259927455678,2274825,48.7975,2.13,140.025087211133,Immeuble,20
108,pilot_r03_c01.jpg,3,1,0.07534372061491013,464.86376953125,468.27557373046875,601.8203125,545.3954467773438,533.342041015625,506.83551025390625,48.7956999892315,2.1273118491080822,834924,48.79472222222222,2.1261111111111117,139.84486208082834,Immeuble,25
67,pilot_r02_c00.jpg,2,0,0.06989080458879471,982.6756591796875,778.1048583984375,1024.0,897.2999267578125,1003.3378295898438,837.702392578125,48.79692466721136,2.1258258940179076,1377797,48.79805555555556,2.125,139.54350939344494,Immeuble,23
100,pilot_r03_c00.jpg,3,0,0.07866760343313217,961.1692504882812,284.76373291015625,1023.3156127929688,439.29034423828125,992.242431640625,362.02703857421875,48.79595584983681,2.1257961338415043,834924,48.79472222222222,2.1261111111111117,139.10010365059262,Immeuble,25
54,pilot_r01_c03.jpg,1,3,0.12469482421875,451.1456604003906,630.048583984375,771.9727783203125,1024.0,611.5592193603516,827.0242919921875,48.798752756069725,2.133014807991458,2537641,48.797777777777775,2.1341666666666668,137.37315046614148,Immeuble,26
118,pilot_r04_c00.jpg,4,0,0.41305315494537354,405.99993896484375,584.1583251953125,512.6646118164062,787.148681640625,459.332275390625,685.6535034179688,48.793574692003,2.124366757416283,573197,48.79444444444445,2.123055555555556,136.30275175037173,Immeuble,19
45,pilot_r01_c02.jpg,1,2,0.9001339077949524,521.1192626953125,748.1593017578125,758.0203857421875,993.989990234375,639.56982421875,871.0746459960938,48.79867492842803,2.1303433562570717,2274825,48.7975,2.13,133.0448733388341,Immeuble,20
124,pilot_r04_c00.jpg,4,0,0.05977652594447136,528.3285522460938,443.122314453125,621.0986938476562,520.1958618164062,574.713623046875,481.6590881347656,48.79393514253977,2.124676234307117,573197,48.79444444444445,2.123055555555556,131.53301554623394,Immeuble,19
26,pilot_r00_c03.jpg,0,3,0.07193634659051895,570.3800048828125,577.329345703125,861.7984619140625,696.831787109375,716.0892333984375,637.08056640625,48.80089748989321,2.1332951793374377,2865412,48.8,2.1344444444444446,130.55553528155284,Bâtiment,4
119,pilot_r04_c00.jpg,4,0,0.11293037980794907,620.24365234375,476.350830078125,745.4764404296875,580.5706787109375,682.8600463867188,528.4607543945312,48.79385244596692,2.1249663056187273,834924,48.79472222222222,2.1261111111111117,128.00789045462776,Immeuble,25
44,pilot_r01_c01.jpg,1,1,0.059429824352264404,246.2466583251953,67.02859497070312,382.26983642578125,185.92843627929688,314.2582473754883,126.478515625,48.799990455787444,2.126724220581764,1760692,48.79888888888889,2.127222222222222,127.80444856866107,Bâtiment,"19,2"
30,pilot_r00_c03.jpg,0,3,0.05434413254261017,105.00093078613281,216.38916015625,140.6739959716797,265.2482604980469,122.83746337890625,240.81871032714844,48.80159756526488,2.1317039540917904,3290346,48.80138888888889,2.13,126.93784413122786,Monument historique,45
43,pilot_r01_c01.jpg,1,1,0.069949671626091,88.49414825439453,46.322357177734375,312.21014404296875,319.5615539550781,200.35214614868164,182.94195556640625,48.799890699292845,2.126418700610202,1760692,48.79888888888889,2.127222222222222,125.98745701646405,Bâtiment,"19,2"
27,pilot_r00_c03.jpg,0,3,0.05910874530673027,500.6506042480469,799.8038330078125,620.712646484375,982.0367431640625,560.6816253662109,890.9202880859375,48.800449026410234,2.132878343650191,2865412,48.8,2.1344444444444446,125.10115096961674,Bâtiment,4
89,pilot_r02_c03.jpg,2,3,0.156612366437912,256.4495849609375,222.4552001953125,563.683349609375,533.40869140625,410.06646728515625,377.93194580078125,48.79773700656646,2.1324743623154063,2537641,48.797777777777775,2.1341666666666668,124.03791358916918,Immeuble,26
11,pilot_r00_c01.jpg,0,1,0.5564525127410889,502.1219177246094,580.878173828125,679.3148193359375,788.503173828125,590.7183685302734,684.690673828125,48.800813376512906,2.1274657444109835,2284920,48.8,2.1286111111111112,123.35906748186734,Bâtiment,"14,7"
121,pilot_r04_c00.jpg,4,0,0.10430924594402313,817.8617553710938,568.9913330078125,899.5973510742188,640.8631591796875,858.7295532226562,604.92724609375,48.793717332603755,2.1254380243954074,834924,48.79472222222222,2.1261111111111117,122.13311551673544,Immeuble,25
72,pilot_r02_c01.jpg,2,1,0.26839959621429443,137.93051147460938,464.641845703125,236.59616088867188,617.340087890625,187.26333618164062,540.990966796875,48.797448909389395,2.126383593686114,1377797,48.79805555555556,2.125,121.74050907715522,Immeuble,23
122,pilot_r04_c00.jpg,4,0,0.09651964157819748,101.12432098388672,755.1887817382812,179.60101318359375,814.2514038085938,140.36266708374023,784.7200927734375,48.793399644093796,2.1235112142574053,573197,48.79444444444445,2.123055555555556,120.87637501100077,Immeuble,19
65,pilot_r02_c00.jpg,2,0,0.11210688203573227,846.7100830078125,718.73681640625,987.5758056640625,822.8486328125,917.1429443359375,770.792724609375,48.79704288649439,2.125594701319642,1377797,48.79805555555556,2.125,120.73558104933245,Immeuble,23
116,pilot_r03_c04.jpg,3,4,0.09791433066129684,125.9739990234375,341.87921142578125,447.97265625,495.1971435546875,286.97332763671875,418.5381774902344,48.79585600103957,2.13489078281782,2865414,48.79555555555555,2.1333333333333333,118.87312414539682,Intérieur sous-terrain,0
137,pilot_r04_c04.jpg,4,4,0.18223826587200165,332.509033203125,739.6630859375,433.193115234375,810.779052734375,382.85107421875,775.2210693359375,48.79341642863059,2.1351479469740298,1929536,48.79444444444445,2.1347222222222224,118.4877969001958,Bâtiment,15
74,pilot_r02_c01.jpg,2,1,0.1772584766149521,165.40045166015625,270.2681884765625,330.61151123046875,454.314208984375,248.0059814453125,362.29119873046875,48.797764640982926,2.126546518156829,1377797,48.79805555555556,2.125,117.80471687507125,Immeuble,23
60,pilot_r01_c04.jpg,1,4,0.1316167563199997,611.9622802734375,154.36065673828125,777.8658447265625,419.712158203125,694.9140625,287.0364074707031,48.79970679043068,2.135984965134412,2865412,48.8,2.1344444444444446,117.44875650646627,Bâtiment,4
47,pilot_r01_c02.jpg,1,2,0.7911795973777771,191.56268310546875,409.98565673828125,486.7083740234375,804.3212280273438,339.1355285644531,607.1534423828125,48.799141219466954,2.129537528680885,2284920,48.8,2.1286111111111112,117.14498779396742,Bâtiment,"14,7"
53,pilot_r01_c03.jpg,1,3,0.16007180511951447,670.8154296875,486.5770263671875,784.06787109375,593.32861328125,727.441650390625,539.9528198242188,48.799259947575784,2.133325628892635,2865412,48.8,2.1344444444444446,116.13280781592688,Bâtiment,4
135,pilot_r04_c03.jpg,4,3,0.09199362248182297,605.0797119140625,541.719482421875,692.8515625,618.6480712890625,648.9656372070312,580.1837768554688,48.793761053406364,2.133115139822621,794061,48.79277777777778,2.1327777777777777,112.09349480689133,Château d'eau - réservoir,"36,5"
7,pilot_r00_c00.jpg,0,0,0.09858140349388123,733.1024169921875,673.1533813476562,846.04296875,844.8605346679688,789.5726928710938,759.0069580078125,48.800682080709606,2.125252531241131,835052,48.80111111111111,2.1238888888888887,110.68417394423736,Immeuble,23
99,pilot_r03_c00.jpg,3,0,0.13370977342128754,653.7779541015625,608.1368408203125,745.2991943359375,740.2943115234375,699.53857421875,674.215576171875,48.79540424548163,2.1250110409164336,834924,48.79472222222222,2.1261111111111117,110.65508280285559,Immeuble,25
138,pilot_r04_c04.jpg,4,4,0.062265001237392426,687.3070678710938,158.99221801757812,876.6174926757812,329.96795654296875,781.9622802734375,244.48008728027344,48.79435422574789,2.1362184466488543,1929536,48.79444444444445,2.1347222222222224,110.05840129202477,Bâtiment,15
75,pilot_r02_c01.jpg,2,1,0.08518365025520325,278.4200439453125,198.44821166992188,363.88262939453125,292.47845458984375,321.1513366699219,245.4633331298828,48.79797105454799,2.12674270928801,1760692,48.79888888888889,2.127222222222222,107.93299362137056,Bâtiment,"19,2"
105,pilot_r03_c01.jpg,3,1,0.1881931871175766,225.61917114257812,497.545654296875,347.3046569824219,601.9122314453125,286.4619140625,549.7289428710938,48.79562420101427,2.1266496650059707,834924,48.79472222222222,2.1261111111111117,107.77495421794343,Immeuble,25
36,pilot_r01_c00.jpg,1,0,0.617974042892456,907.109375,569.34814453125,1021.433837890625,839.692138671875,964.2716064453125,704.5201416015625,48.79896919431118,2.1257211102420115,1305991,48.79944444444444,2.1244444444444444,107.4078921305067,Immeuble,19
86,pilot_r02_c03.jpg,2,3,0.5629542469978333,771.3343505859375,726.1143798828125,1024.0,1024.0,897.6671752929688,875.0571899414062,48.79685866680207,2.133782209330093,2537641,48.797777777777775,2.1341666666666668,106.00929369078733,Immeuble,26
94,pilot_r02_c04.jpg,2,4,0.09491655975580215,692.2216186523438,84.60516357421875,908.7136840820312,454.454833984375,800.4676513671875,269.5299987792969,48.79792853320161,2.136268081922026,1435887,48.79861111111111,2.1352777777777776,104.98611934442374,Tunnel,"6,3"
98,pilot_r03_c00.jpg,3,0,0.23199713230133057,565.0833740234375,753.2133178710938,682.8419189453125,922.6730346679688,623.962646484375,837.9431762695312,48.79511495358483,2.1248083304817555,834924,48.79472222222222,2.1261111111111117,104.94663106685874,Immeuble,25
56,pilot_r01_c03.jpg,1,3,0.10469845682382584,907.724609375,551.33642578125,1022.942138671875,694.286376953125,965.3333740234375,622.8114013671875,48.79911355539928,2.1339637042183313,2865412,48.8,2.1344444444444446,104.66868094447476,Bâtiment,4
18,pilot_r00_c02.jpg,0,2,0.5324925780296326,363.29193115234375,884.843994140625,613.9813232421875,1024.0,488.6366271972656,954.4219970703125,48.800336836101465,2.129938521875374,2284920,48.8,2.1286111111111112,104.1883029400155,Bâtiment,"14,7"
62,pilot_r02_c00.jpg,2,0,0.5162923336029053,886.5499267578125,585.660400390625,1024.0,731.099853515625,955.2749633789062,658.380126953125,48.797241501958105,2.125696979364875,1377797,48.79805555555556,2.125,103.92245849622859,Immeuble,23
81,pilot_r02_c02.jpg,2,2,0.20410647988319397,208.93783569335938,917.9598999023438,327.7110290527344,1018.5117797851562,268.3244323730469,968.23583984375,48.79669403351263,2.129347598520326,2274825,48.7975,2.13,101.56386057525322,Immeuble,20
115,pilot_r03_c04.jpg,3,4,0.14325925707817078,0.0,103.38766479492188,194.03994750976562,398.7617492675781,97.01997375488281,251.07470703125,48.79615188949193,2.134381288219629,2865414,48.79555555555555,2.1333333333333333,101.43618771423915,Intérieur sous-terrain,0
73,pilot_r02_c01.jpg,2,1,0.19150488078594208,541.9139404296875,608.44189453125,787.0233154296875,993.1026611328125,664.4686279296875,800.7722778320312,48.79698991718382,2.1276635580215952,2214528,48.797777777777775,2.1283333333333334,100.40731421364455,Immeuble,"22,1"
96,pilot_r03_c00.jpg,3,0,0.3514748513698578,855.1514892578125,465.11468505859375,1024.0,731.5414428710938,939.5757446289062,598.3280639648438,48.79553833130282,2.125654870778817,834924,48.79472222222222,2.1261111111111117,96.70547702834568,Immeuble,25
120,pilot_r04_c00.jpg,4,0,0.11007685214281082,827.197998046875,428.2563171386719,938.50732421875,509.0167541503906,882.8526611328125,468.63653564453125,48.79395815281725,2.1255027276129113,834924,48.79472222222222,2.1261111111111117,95.93934959040551,Immeuble,25
28,pilot_r00_c03.jpg,0,3,0.05683015286922455,643.9962158203125,900.955322265625,800.1224365234375,1001.365966796875,722.059326171875,951.16064453125,48.800342598033595,2.1333111923740944,2865412,48.8,2.1344444444444446,91.32724280755515,Bâtiment,4
92,pilot_r02_c04.jpg,2,4,0.19936701655387878,147.53819274902344,622.9603271484375,383.679443359375,867.34326171875,265.6088180541992,745.1517944335938,48.79708819007357,2.134833478737619,2537641,48.797777777777775,2.1341666666666668,90.91290897714954,Immeuble,26
61,pilot_r01_c04.jpg,1,4,0.05451543256640434,764.2341918945312,650.6284790039062,986.1133422851562,915.4851684570312,875.1737670898438,783.0568237304688,48.79883043714945,2.136468459339085,1435887,48.79861111111111,2.1352777777777776,90.55712185291328,Tunnel,"6,3"
8,pilot_r00_c00.jpg,0,0,0.0730384886264801,530.3738403320312,738.0392456054688,688.3240356445312,941.7179565429688,609.3489379882812,839.8786010742188,48.800539203055315,2.1247691334610863,835052,48.80111111111111,2.1238888888888887,90.557103622248,Immeuble,23
63,pilot_r02_c00.jpg,2,0,0.18047896027565002,500.553955078125,549.052001953125,767.7967529296875,757.421630859375,634.1753540039062,653.23681640625,48.797250589363934,2.124835723097931,1377797,48.79805555555556,2.125,90.31344373629828,Immeuble,23
52,pilot_r01_c02.jpg,1,2,0.07034061849117279,118.23199462890625,273.72259521484375,424.195556640625,697.1080322265625,271.2137756347656,485.4153137207031,48.7993563026515,2.1293553483428695,2284920,48.8,2.1286111111111112,89.9695470245534,Bâtiment,"14,7"
83,pilot_r02_c02.jpg,2,2,0.15639148652553558,665.5419921875,768.6072998046875,855.487060546875,1024.0,760.5145263671875,896.3036499023438,48.79682112740691,2.1306677552274778,2274825,48.7975,2.13,89.94795798110535,Immeuble,20
95,pilot_r02_c04.jpg,2,4,0.08159969747066498,200.6256561279297,595.5043334960938,412.32110595703125,803.8837280273438,306.47338104248047,699.6940307617188,48.797168506848486,2.1349430860368557,2537641,48.797777777777775,2.1341666666666668,88.45336754749168,Immeuble,26
103,pilot_r03_c01.jpg,3,1,0.2786717116832733,176.42648315429688,601.0934448242188,316.0976257324219,691.1144409179688,246.26205444335938,646.1039428710938,48.79545391603343,2.126541840580103,834924,48.79472222222222,2.1261111111111117,87.26418973634311,Immeuble,25
22,pilot_r00_c02.jpg,0,2,0.06444964557886124,519.5377197265625,679.4041748046875,710.0982666015625,878.0765380859375,614.8179931640625,778.7403564453125,48.80064721733183,2.1302769666726817,3290346,48.80138888888889,2.13,84.9284326919735,Monument historique,45
3,pilot_r00_c00.jpg,0,0,0.17923006415367126,593.23095703125,587.1962890625,777.40283203125,724.055908203125,685.31689453125,655.6260986328125,48.80086472528311,2.124972895398969,835052,48.80111111111111,2.1238888888888887,83.98841137145611,Immeuble,23
14,pilot_r00_c01.jpg,0,1,0.06029018759727478,538.09619140625,320.099853515625,831.1583251953125,594.8382568359375,684.6272583007812,457.46905517578125,48.80121481055716,2.1277176276817045,305789,48.80166666666666,2.1286111111111112,82.50340697298284,Immeuble,16
77,pilot_r02_c01.jpg,2,1,0.052733276039361954,0.0,0.0,110.9327163696289,66.62810516357422,55.46635818481445,33.31405258178711,48.79834588152436,2.1260300866435955,1377797,48.79805555555556,2.125,82.06575382884266,Immeuble,23
41,pilot_r01_c01.jpg,1,1,0.4953960180282593,440.44390869140625,279.03192138671875,565.6588745117188,387.18341064453125,503.0513916015625,333.107666015625,48.79962539382415,2.127230603255157,1760692,48.79888888888889,2.127222222222222,81.89802598028749,Bâtiment,"19,2"
102,pilot_r03_c00.jpg,3,0,0.05458468198776245,789.65869140625,718.4078369140625,871.956787109375,783.836669921875,830.8077392578125,751.1222534179688,48.79526835852972,2.1253631322542788,834924,48.79472222222222,2.1261111111111117,81.79096162393968,Immeuble,25
40,pilot_r01_c00.jpg,1,0,0.06570485979318619,850.6644287109375,816.8973999023438,957.3521728515625,907.3616333007812,904.00830078125,862.1295166015625,48.79869073258605,2.125559471460292,1377797,48.79805555555556,2.125,81.65567029208516,Immeuble,23
79,pilot_r02_c02.jpg,2,2,0.6313584446907043,594.153076171875,10.777679443359375,867.151123046875,313.0218811035156,730.652099609375,161.8997802734375,48.79811869560858,2.1305876579572214,2274825,48.7975,2.13,81.15195268227478,Immeuble,20
88,pilot_r02_c03.jpg,2,3,0.3318227231502533,651.7416381835938,519.5771484375,819.1508178710938,742.85888671875,735.4462280273438,631.218017578125,48.797289493035635,2.1333470988429326,2537641,48.797777777777775,2.1341666666666668,80.94196988694853,Immeuble,26
109,pilot_r03_c01.jpg,3,1,0.06677522510290146,392.7828369140625,820.3729248046875,543.1011962890625,1024.0,467.9420166015625,922.1864624023438,48.79496610264921,2.1271364325730246,834924,48.79472222222222,2.1261111111111117,79.85122749745591,Immeuble,25
2,pilot_r00_c00.jpg,0,0,0.2565641403198242,328.349853515625,0.0,524.8331298828125,284.20538330078125,426.59149169921875,142.10269165039062,48.80177196522276,2.124278939791111,835052,48.80111111111111,2.1238888888888887,78.84142801265213,Immeuble,23
15,pilot_r00_c01.jpg,0,1,0.058888476341962814,638.769287109375,877.299560546875,751.932861328125,951.6328125,695.35107421875,914.4661865234375,48.80040742721865,2.1277463911974337,2284920,48.8,2.1286111111111112,77.86973575715518,Bâtiment,"14,7"
38,pilot_r01_c00.jpg,1,0,0.07877640426158905,671.3440551757812,563.5695190429688,856.4107055664062,870.5896606445312,763.8773803710938,717.07958984375,48.79894700453542,2.125183611042303,1305991,48.79944444444444,2.1244444444444444,77.39907780105119,Immeuble,19
25,pilot_r00_c03.jpg,0,3,0.11927550286054611,738.7225341796875,702.664306640625,1024.0,1024.0,881.3612670898438,863.3321533203125,48.80049776708889,2.1337384734761145,2865412,48.8,2.1344444444444446,75.74413231497778,Bâtiment,4
64,pilot_r02_c00.jpg,2,0,0.13899971544742584,51.484466552734375,6.31304931640625,297.963134765625,285.63885498046875,174.7238006591797,145.9759521484375,48.79814682996469,2.1236033779996433,867956,48.7975,2.123333333333333,74.59453559678114,Immeuble,"19,2"
46,pilot_r01_c02.jpg,1,2,0.8145253658294678,121.56072998046875,274.1041259765625,373.425048828125,524.87548828125,247.49288940429688,399.48980712890625,48.799508112640744,2.129291723967981,2284920,48.8,2.1286111111111112,74.00441990710982,Bâtiment,"14,7"
13,pilot_r00_c01.jpg,0,1,0.11299612373113632,724.296875,424.7576904296875,1023.04833984375,674.754150390625,873.672607421875,549.7559204101562,48.80105176708566,2.1282246868213406,305789,48.80166666666666,2.1286111111111112,73.99991573831379,Immeuble,16
5,pilot_r00_c00.jpg,0,0,0.1336909979581833,158.5678253173828,60.682159423828125,362.68609619140625,222.0042724609375,260.62696075439453,141.3432159423828,48.801773306973594,2.1238337882300584,835052,48.80111111111111,2.1238888888888887,73.74342997223611,Immeuble,23
21,pilot_r00_c02.jpg,0,2,0.207519993185997,654.5453491210938,436.8387451171875,922.4263305664062,745.15185546875,788.48583984375,590.9953002929688,48.800978909182724,2.130742780136643,3290346,48.80138888888889,2.13,70.97773011925955,Monument historique,45
69,pilot_r02_c00.jpg,2,0,0.0543612502515316,974.0517578125,193.66958618164062,1023.829833984375,385.3036193847656,998.9407958984375,289.4866027832031,48.79789327354654,2.1258141002545017,1377797,48.79805555555556,2.125,62.300135226743144,Immeuble,23
