SUP_ID,STA_NM_ANFR,NB_STATIONS_ANFR,NAT_ID,NAT_LB_NOM,latitude,longitude,SUP_NM_HAUT,ADR_LB_LIEU,ADR_LB_ADD1,ADR_NM_CP,COM_CD_INSEE
867956,0782700118,1,38,Immeuble,48.7975,2.123333333333333,"19,2",,7 r maréchal joffre,78000,78646
870228,0782700238,3,23,Pylône autostable,48.93666666666666,1.743888888888889,"58,2",,rue des Bois de la plantes,78930,78291
891502,0780030949,1,17,Bâtiment,48.88527777777778,2.156388888888889,7,,r paul flament,78400,78146
895684,0780030700,1,4,Château d'eau - réservoir,48.712500000000006,2.044722222222222,28,,r de la butte des vignes,78460,78160
906519,0782750713,1,26,Pylône tubulaire,48.99888888888889,1.6922222222222223,24,STADE MUNICIPAL J.P. DAVID,R ALBERT CAMUS,78200,78361
906549,0780990011,2,38,Immeuble,48.80888888888889,2.1516666666666664,"23,2",,13 r de la ceinture,78000,78646
918006,0780230030,1,17,Bâtiment,48.9775,1.6975,10,,"76, rue des Graviers",78200,78354
951133,0780031005,1,42,Mât,48.95388888888889,1.6377777777777778,10,,RD 938 RTE DE FAVRIEUX,78200,78245
955944,0782700319,2,17,Bâtiment,49.0475,1.478888888888889,"14,3",,pl st hilaire,78270,78068
980954,0780030593,3,38,Immeuble,48.83083333333334,2.126388888888889,40,,177 r de Versailles,78150,78158
989246,0780031083,1,17,Bâtiment,49.0125,2.0877777777777777,10,,R DE L AMBASSADEUR,78700,78172
993776,0782700257,2,23,Pylône autostable,48.774166666666666,1.9533333333333331,"32,1",,Rue du Fond des Roches,78990,78208
