SUP_ID,split,image,class_id,x_center_norm,y_center_norm,width_norm,height_norm,annotation_type
1672761,train,support_1672761.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1700991,test,support_1700991.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1701008,train,support_1701008.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1701010,train,support_1701010.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1705078,val,support_1705078.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
170960,train,support_170960.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1716845,train,support_1716845.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1719554,train,support_1719554.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1724044,test,support_1724044.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1736078,train,support_1736078.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1737039,val,support_1737039.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1746470,train,support_1746470.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1747998,train,support_1747998.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1748027,val,support_1748027.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1748486,train,support_1748486.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1776442,val,support_1776442.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1778359,test,support_1778359.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1784866,test,support_1784866.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1786127,train,support_1786127.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1798466,train,support_1798466.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1823875,test,support_1823875.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1856901,test,support_1856901.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1866260,train,support_1866260.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1879848,train,support_1879848.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1894290,val,support_1894290.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1894294,train,support_1894294.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1903428,train,support_1903428.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1922302,train,support_1922302.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1936392,train,support_1936392.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1942426,train,support_1942426.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1942432,train,support_1942432.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1942436,test,support_1942436.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1942987,val,support_1942987.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1944610,train,support_1944610.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1948465,train,support_1948465.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1954203,train,support_1954203.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1960544,train,support_1960544.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
1990531,train,support_1990531.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2005716,train,support_2005716.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2025679,val,support_2025679.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2025999,train,support_2025999.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2043003,train,support_2043003.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2052525,train,support_2052525.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2056904,train,support_2056904.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2057336,train,support_2057336.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2058963,train,support_2058963.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2173474,test,support_2173474.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2195075,train,support_2195075.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2214528,train,support_2214528.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2216003,train,support_2216003.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2225619,train,support_2225619.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2233100,train,support_2233100.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2240234,test,support_2240234.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2254547,test,support_2254547.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2266418,val,support_2266418.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2284586,train,support_2284586.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2284920,train,support_2284920.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2297099,train,support_2297099.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2312041,train,support_2312041.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2325399,test,support_2325399.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2328117,val,support_2328117.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2335964,train,support_2335964.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2342600,train,support_2342600.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2367797,test,support_2367797.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2405096,val,support_2405096.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2425176,train,support_2425176.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2437031,train,support_2437031.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2437970,train,support_2437970.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2451747,val,support_2451747.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2456581,train,support_2456581.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2495896,train,support_2495896.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2521964,train,support_2521964.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2556544,train,support_2556544.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2576065,train,support_2576065.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2577419,train,support_2577419.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2606937,train,support_2606937.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2615493,val,support_2615493.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2617660,train,support_2617660.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2618271,val,support_2618271.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2622094,test,support_2622094.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2622138,train,support_2622138.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2629308,test,support_2629308.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2670965,train,support_2670965.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2672090,val,support_2672090.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2676162,val,support_2676162.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
268074,test,support_268074.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2683820,train,support_2683820.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2684605,train,support_2684605.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2685101,train,support_2685101.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2690290,train,support_2690290.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2690397,train,support_2690397.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2692453,train,support_2692453.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2720444,train,support_2720444.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2725130,train,support_2725130.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2725200,train,support_2725200.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2734929,train,support_2734929.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2737138,train,support_2737138.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2737268,train,support_2737268.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2737355,train,support_2737355.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2747002,val,support_2747002.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2759351,train,support_2759351.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2773166,train,support_2773166.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2842459,train,support_2842459.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2863171,train,support_2863171.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2865412,test,support_2865412.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2866133,train,support_2866133.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2881644,train,support_2881644.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2892855,train,support_2892855.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2899877,train,support_2899877.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2907581,val,support_2907581.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2909865,test,support_2909865.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2911600,train,support_2911600.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2929025,test,support_2929025.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2932996,train,support_2932996.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2935267,train,support_2935267.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2948192,train,support_2948192.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2950242,train,support_2950242.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2953066,test,support_2953066.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2955276,train,support_2955276.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2962120,test,support_2962120.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2966515,train,support_2966515.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2969488,train,support_2969488.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2973405,train,support_2973405.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2989536,train,support_2989536.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
2993319,train,support_2993319.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3003499,train,support_3003499.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3010875,train,support_3010875.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3016207,train,support_3016207.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3016854,val,support_3016854.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3017607,val,support_3017607.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3018715,test,support_3018715.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3032571,test,support_3032571.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3034953,train,support_3034953.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3036075,train,support_3036075.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3043211,test,support_3043211.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3055461,train,support_3055461.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3057967,test,support_3057967.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3073940,train,support_3073940.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3099175,train,support_3099175.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3104661,val,support_3104661.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3115363,train,support_3115363.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3118134,train,support_3118134.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3122294,test,support_3122294.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3129965,test,support_3129965.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3171566,train,support_3171566.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3217042,train,support_3217042.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3229054,val,support_3229054.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3244660,val,support_3244660.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3261371,train,support_3261371.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3289909,train,support_3289909.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3290346,train,support_3290346.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3297517,train,support_3297517.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3297521,val,support_3297521.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3302170,train,support_3302170.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3302172,train,support_3302172.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3302407,train,support_3302407.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3308232,train,support_3308232.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3308234,train,support_3308234.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3313206,train,support_3313206.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3313220,train,support_3313220.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3313226,train,support_3313226.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3313230,train,support_3313230.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3313240,train,support_3313240.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3314613,test,support_3314613.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3352185,train,support_3352185.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
3356623,train,support_3356623.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
437363,train,support_437363.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
437760,train,support_437760.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
438503,train,support_438503.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
438819,train,support_438819.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
439909,train,support_439909.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
440799,val,support_440799.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
443355,train,support_443355.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
450314,train,support_450314.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
458088,val,support_458088.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
460852,train,support_460852.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
461724,train,support_461724.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
465314,train,support_465314.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
466815,train,support_466815.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
467036,train,support_467036.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
468658,test,support_468658.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
482255,train,support_482255.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
483525,train,support_483525.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
508208,train,support_508208.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
511029,train,support_511029.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
511289,train,support_511289.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
513357,train,support_513357.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
518734,train,support_518734.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
521801,test,support_521801.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
524118,train,support_524118.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
524594,train,support_524594.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
525761,test,support_525761.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
526911,train,support_526911.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
530634,train,support_530634.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
531373,test,support_531373.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
532167,train,support_532167.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
532385,train,support_532385.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
532540,train,support_532540.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
533413,train,support_533413.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
537895,val,support_537895.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
537920,train,support_537920.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
541547,train,support_541547.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
544017,train,support_544017.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
545399,val,support_545399.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
545405,train,support_545405.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
546396,train,support_546396.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
553278,train,support_553278.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
555190,train,support_555190.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
560672,train,support_560672.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
572161,val,support_572161.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
575646,val,support_575646.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
575755,test,support_575755.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
584131,val,support_584131.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
593714,val,support_593714.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
601815,test,support_601815.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
615301,train,support_615301.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
619485,train,support_619485.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
622013,train,support_622013.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
627860,train,support_627860.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
632199,train,support_632199.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
637838,train,support_637838.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
652062,test,support_652062.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
664357,train,support_664357.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
670491,train,support_670491.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
723529,train,support_723529.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
